,Unnamed: 0,price
642,642,14500000
3038,3038,90000000
3485,3485,280000000
296,296,15868073
1057,1057,10850000
168,168,14376232
3551,3551,13000000
2829,2829,51000000
230,230,29949630
758,758,23000000
3935,3935,85000000
1578,1578,7277739
3555,3555,48000000
504,504,46000000
2063,2063,23432905
674,674,10996444
3678,3678,13318245
1893,1893,11700000
646,646,153000000
666,666,13611600
269,269,6892900
20,20,13500000
3817,3817,25145601
63,63,246547171
1561,1561,140000000
3042,3042,79391370
4122,4122,8735915
2341,2341,31000000
3667,3667,11878125
61,61,21750000
3433,3433,16500000
2497,2497,20713585
3635,3635,175000000
2148,2148,7549750
1033,1033,42700000
1564,1564,14900000
4314,4314,30572222
1706,1706,9587070
1465,1465,93357000
2393,2393,110530000
4382,4382,99000000
245,245,59900000
4059,4059,11000000
283,283,11048000
3074,3074,23499900
2461,2461,12848435
2232,2232,189791469
2516,2516,23500000
1414,1414,11590000
1984,1984,65000000
4344,4344,5850000
1938,1938,92500000
3706,3706,12108104
2750,2750,15500000
161,161,100500000
2764,2764,210000000
3507,3507,25000000
4465,4465,9000000
2603,2603,45435764
3829,3829,7073435
1951,1951,101000000
3835,3835,5807080
4672,4672,54000000
486,486,8603403
1738,1738,10300000
3929,3929,17500000
31,31,24000000
4355,4355,12000000
1573,1573,162054154
2868,2868,8030581
2928,2928,7593381
1047,1047,36260790
4313,4313,18115930
1786,1786,92360000
450,450,72150000
2246,2246,10001880
2710,2710,110000000
3,3,141900000
4566,4566,7499999
4193,4193,67480000
3326,3326,21628464
3714,3714,7900000
2628,2628,13645193
2550,2550,9434794
1805,1805,36000000
2699,2699,124920000
1890,1890,13600000
267,267,9109030
1701,1701,12341000
2309,2309,59000000
1260,1260,5939943
4545,4545,20348929
319,319,65000000
294,294,70000000
2645,2645,188111735
4240,4240,44000000
4318,4318,27839000
3606,3606,59500000
612,612,145000000
4497,4497,23432905
2527,2527,95000000
1748,1748,5990000
4724,4724,22943200
1255,1255,7713703
4120,4120,17450000
2460,2460,15390000
3806,3806,259796500
4188,4188,23000000
214,214,16020721
4692,4692,13578463
2903,2903,20760000
2425,2425,5400000
4406,4406,39950000
3406,3406,35000000
4408,4408,7035788
3704,3704,36000000
2145,2145,246547171
3672,3672,49800000
1185,1185,54990000
252,252,14005622
4690,4690,44900000
3425,3425,197000000
4444,4444,14437500
884,884,11301120
3805,3805,22760273
4167,4167,12000000
625,625,82350000
893,893,36098260
3052,3052,17410625
29,29,40944700
1437,1437,40541139
3765,3765,82230000
4338,4338,20391226
3270,3270,21588296
730,730,10059279
4479,4479,48500000
1264,1264,176120000
3978,3978,110000000
4436,4436,51000000
2293,2293,36800000
4810,4810,20500000
2423,2423,19628000
1039,1039,16500000
2421,2421,14437074
2227,2227,94000000
771,771,80000000
1904,1904,30722286
2956,2956,5670000
420,420,14600376
603,603,7985893
1368,1368,40484365
1731,1731,47000000
3685,3685,30579999
4270,4270,71900000
208,208,31593120
1831,1831,14679014
3700,3700,24200000
1139,1139,23275000
1323,1323,30500000
2365,2365,18950000
2651,2651,73000000
1425,1425,22388200
4035,4035,75000000
2742,2742,17000000
3331,3331,54000000
167,167,31916000
2533,2533,20005137
1246,1246,11088400
2280,2280,11950000
649,649,23132200
683,683,27748200
3501,3501,49344000
1409,1409,10290000
2695,2695,7855738
3968,3968,12387916
2455,2455,12164388
4111,4111,14497600
3514,3514,14287810
1990,1990,33762426
3476,3476,150400000
2892,2892,15000000
4727,4727,24524600
2631,2631,12300000
2458,2458,14042883
1920,1920,10662310
805,805,44000000
1263,1263,120000000
1815,1815,7200000
3156,3156,69000000
1403,1403,16300000
1460,1460,6738862
1401,1401,20789040
120,120,23868000
1285,1285,8900000
4535,4535,72000000
4508,4508,348930819
4562,4562,10203022
521,521,7349391
462,462,23230000
1586,1586,7471068
138,138,9591911
128,128,17606234
365,365,340000000
1631,1631,29754536
835,835,307610064
3338,3338,20254562
190,190,13349999
4803,4803,7000000
2095,2095,76900000
826,826,10310008
2241,2241,26200000
2798,2798,90500000
316,316,9000000
1440,1440,50100000
2098,2098,7300000
4602,4602,12645398
2101,2101,11300000
3340,3340,11900000
1486,1486,7246943
1850,1850,19500000
4634,4634,22902230
952,952,7225190
518,518,19900000
3201,3201,49326900
4646,4646,49030000
3399,3399,15180000
2895,2895,19500000
2152,2152,45817840
1232,1232,150000000
3729,3729,17858691
552,552,10148361
3956,3956,51861544
4832,4832,6059193
3885,3885,27500000
1252,1252,67000000
3243,3243,82000000
700,700,11350000
3984,3984,7025052
1635,1635,92000000
2139,2139,82500000
2434,2434,9801000
3411,3411,48828906
3842,3842,12100000
1334,1334,25708800
749,749,16499600
4292,4292,12341000
1467,1467,26659227
743,743,214000000
3519,3519,78100000
3308,3308,15490000
4738,4738,13462828
988,988,33490000
623,623,125000000
586,586,175000000
2478,2478,9821289
2784,2784,63000000
1081,1081,59000000
3619,3619,18085452
4510,4510,29490500
2074,2074,14200000
3387,3387,12200000
1964,1964,58062670
559,559,7500000
3793,3793,21000000
4419,4419,14563914
3522,3522,13509421
143,143,50000000
3750,3750,30845885
173,173,19999900
4395,4395,7780323
3065,3065,135000000
3464,3464,11805850
92,92,23500000
3988,3988,13708620
3121,3121,8300000
997,997,6457023
194,194,117570000
2563,2563,128553459
3982,3982,7000000
2800,2800,13021786
3148,3148,8913574
1370,1370,10453302
3605,3605,20176941
4001,4001,7988384
3754,3754,10000000
4121,4121,28058677
4026,4026,14500000
2558,2558,16845300
3133,3133,18554570
4412,4412,17500000
2994,2994,8560283
3209,3209,16950000
3508,3508,5618737
4045,4045,100000000
4455,4455,48490000
948,948,7026445
3302,3302,27874860
4441,4441,41500000
3073,3073,19200000
2199,2199,17297217
113,113,67000000
2471,2471,59999999
690,690,20119633
1048,1048,18400000
2568,2568,23500000
4539,4539,72000000
1860,1860,485190000
321,321,67500000
2217,2217,10000000
1037,1037,10599000
3396,3396,57000000
1306,1306,71000000
67,67,74500000
2222,2222,24200000
1153,1153,17726214
4504,4504,18058740
1901,1901,55137354
1615,1615,39144588
1376,1376,6475567
4291,4291,147241000
1157,1157,15241600
1678,1678,31000000
3211,3211,20600000
1194,1194,6551977
4322,4322,57500000
2008,2008,19460400
3711,3711,76500000
3367,3367,35830000
1281,1281,64185100
1825,1825,18400000
4081,4081,12046650
3730,3730,10760000
4227,4227,37200000
1818,1818,4200000
3668,3668,22641520
4775,4775,11598840
2223,2223,72760814
3599,3599,13128900
3598,3598,50000000
915,915,19000000
2316,2316,12083000
1230,1230,56095999
2575,2575,153000000
540,540,60000000
1721,1721,13990000
2730,2730,45976295
1982,1982,6634000
1447,1447,15532979
2910,2910,28905800
1128,1128,8384518
2211,2211,7490000
4405,4405,7625093
3229,3229,100570000
1471,1471,42000000
4721,4721,12290000
180,180,20713585
97,97,27990000
1869,1869,83312500
4114,4114,29501209
1111,1111,18900000
412,412,45000000
3867,3867,52990000
3740,3740,27000000
2424,2424,59176340
2637,2637,18500000
2122,2122,101000000
1906,1906,75999999
1452,1452,79990000
1192,1192,72000000
2670,2670,23340645
585,585,10620000
2599,2599,12341000
260,260,6840403
96,96,59900000
3333,3333,7876554
4474,4474,65000000
3050,3050,183834633
653,653,6990000
3162,3162,37600000
4163,4163,15253556
4149,4149,37000000
254,254,82400000
790,790,5752625
2814,2814,31000000
3172,3172,183647799
3637,3637,29900000
3319,3319,19990000
1844,1844,7407435
1456,1456,68500000
4711,4711,33585500
2898,2898,253431847
369,369,111772070
466,466,9120000
1297,1297,157770000
1423,1423,9380000
3136,3136,74500000
1213,1213,21500000
397,397,10800000
1267,1267,29200000
432,432,348930819
3837,3837,20600000
1377,1377,23750000
4367,4367,17100750
3392,3392,41700000
794,794,65000000
4012,4012,10490000
2352,2352,31374835
814,814,13950000
2927,2927,150000000
687,687,15558953
4699,4699,231523500
4243,4243,9053600
4190,4190,70000000
2559,2559,42000000
3482,3482,86600000
3483,3483,62000000
1609,1609,17438680
3207,3207,164740000
2534,2534,6869402
4740,4740,68867924
4764,4764,16600000
3003,3003,25500000
564,564,7500000
3933,3933,6461874
240,240,13685585
4492,4492,6997188
3044,3044,43900000
1108,1108,8474400
3620,3620,9215000
2483,2483,14968569
3418,3418,58999991
3874,3874,219490000
547,547,15299000
4407,4407,53127944
4844,4844,5200000
3173,3173,13021076
1513,1513,162520646
1346,1346,19400000
2571,2571,7459650
1205,1205,69000000
2820,2820,54500000
2329,2329,29912590
4476,4476,34516597
4362,4362,63976142
4577,4577,140900000
2785,2785,17500000
2088,2088,58300000
4220,4220,14800000
4737,4737,215000000
1810,1810,87000000
2513,2513,14000000
526,526,6739354
2177,2177,20500000
1271,1271,58910000
1613,1613,6350218
3100,3100,20990000
786,786,7346468
1307,1307,12950000
536,536,8900000
2142,2142,6928476
1996,1996,8599500
3529,3529,12204000
3138,3138,31610675
651,651,14124600
3625,3625,14300000
1847,1847,10335006
2283,2283,203828966
1651,1651,19500000
727,727,12716913
3949,3949,24950000
4547,4547,39599000
3589,3589,50500000
3194,3194,31500000
2746,2746,27455520
525,525,234000000
1008,1008,30000000
874,874,11505944
3247,3247,7039285
4826,4826,19796539
1997,1997,14990000
2243,2243,270880504
2649,2649,28512914
483,483,27000000
1340,1340,21850000
3376,3376,73800000
1958,1958,15219000
2391,2391,22960000
1248,1248,8324580
2988,2988,8408419
795,795,10600000
1900,1900,138000000
4631,4631,12306411
1013,1013,11500000
2284,2284,50869000
3712,3712,14200000
2427,2427,18600000
351,351,8250000
2373,2373,7806823
2466,2466,148000000
1317,1317,85000000
2291,2291,19990000
4299,4299,68000000
279,279,104500000
2496,2496,25406304
1093,1093,13500000
326,326,11590000
3769,3769,5711379
4162,4162,7888908
4116,4116,73000000
1834,1834,11750000
2050,2050,74540000
1955,1955,21000000
4319,4319,38300000
4524,4524,11900000
4222,4222,19500000
3336,3336,130000000
1640,1640,197000000
3196,3196,5750117
2070,2070,120000000
4203,4203,7745670
2607,2607,9675719
1741,1741,13700000
3976,3976,9033725
3117,3117,132000000
4349,4349,7813973
3871,3871,37935780
2932,2932,9120000
1210,1210,21188976
797,797,14899000
78,78,14650000
2406,2406,20370000
3182,3182,31000000
4223,4223,23240800
1780,1780,160000000
1268,1268,160500000
2319,2319,54893600
2897,2897,91183880
3394,3394,62899371
4037,4037,15650304
3616,3616,98596200
4469,4469,60000000
3574,3574,18440000
1799,1799,106945102
1080,1080,67000000
4734,4734,13831050
4017,4017,274158000
1794,1794,27000000
2587,2587,21946523
4428,4428,8391048
3934,3934,348930819
2386,2386,27398499
614,614,25500000
3855,3855,7358380
1981,1981,14612749
4556,4556,51840000
1857,1857,7219130
3290,3290,15225910
611,611,25801520
4877,4877,219580001
2983,2983,16219200
2493,2493,75101502
3299,3299,11490000
562,562,16392460
2448,2448,7562800
719,719,21660000
2334,2334,157900000
722,722,13999999
398,398,6177693
4156,4156,31458120
2224,2224,19500000
2756,2756,18628050
474,474,26265300
4512,4512,12000000
1389,1389,7422800
1253,1253,27600000
2090,2090,33900000
1552,1552,22100000
2304,2304,96000000
1883,1883,13500000
1932,1932,6872280
4275,4275,12300000
2213,2213,67000000
3023,3023,46500000
2701,2701,16991957
3018,3018,35500000
2890,2890,23220500
4373,4373,38000000
2690,2690,19908000
1975,1975,9511937
4541,4541,8670000
3170,3170,7911359
1724,1724,38500000
2007,2007,172007728
1677,1677,54435763
2658,2658,19000000
353,353,24040000
880,880,160000000
3895,3895,220900000
1074,1074,11300000
4301,4301,23490000
2013,2013,16212200
1790,1790,87000000
4841,4841,26068147
3296,3296,5537208
2991,2991,84450630
836,836,10700000
4718,4718,30572222
1393,1393,40000000
670,670,13290000
2053,2053,165000000
1566,1566,17200000
2167,2167,67900000
3215,3215,10205810
3742,3742,12200000
3014,3014,23600000
4610,4610,5400000
2564,2564,15650035
1740,1740,27398499
2192,2192,215000000
2936,2936,98000000
791,791,12000000
3550,3550,10795459
2454,2454,6800000
1630,1630,8287464
1819,1819,9500000
187,187,7034635
3615,3615,9349546
4028,4028,10316000
4386,4386,16990000
3737,3737,92000000
1279,1279,37900000
1556,1556,16950000
2511,2511,11300000
3948,3948,19900000
1009,1009,18900000
1031,1031,92724080
4697,4697,17907120
487,487,15600000
1161,1161,55620985
4592,4592,84000000
4312,4312,18000000
39,39,15471500
1719,1719,20500000
2918,2918,13790000
2705,2705,22141202
448,448,7262400
1359,1359,43258641
2579,2579,63857200
4219,4219,17377600
1534,1534,60000000
2164,2164,43565500
3238,3238,6018539
2159,2159,11990000
3122,3122,15886705
68,68,20176941
3969,3969,37315148
3533,3533,24990000
1580,1580,21800000
281,281,8900000
2739,2739,60000000
4158,4158,11750000
4852,4852,17974000
1716,1716,95238000
796,796,10715978
2326,2326,22900000
3345,3345,7200000
4835,4835,9120000
2500,2500,120000000
4597,4597,87461600
4536,4536,110898600
3996,3996,7263979
4425,4425,87400000
3607,3607,16000000
4859,4859,34868700
2354,2354,96000000
2767,2767,78100000
366,366,70000000
1774,1774,63391680
4078,4078,51010000
1555,1555,8250000
2985,2985,100000000
2752,2752,15721467
3337,3337,7900000
2067,2067,15000000
178,178,30734587
4235,4235,68000000
2608,2608,26000000
2131,2131,265500000
404,404,12838247
3669,3669,7015047
933,933,28963060
3654,3654,104000000
2597,2597,15500000
1681,1681,90642000
1059,1059,25042863
3801,3801,18250000
709,709,29000000
2300,2300,9000000
946,946,16435900
225,225,35255791
1207,1207,8500000
2727,2727,20713585
4607,4607,21500000
2268,2268,7108504
2240,2240,14550000
3320,3320,174719632
2721,2721,10636136
528,528,11827267
2109,2109,21390000
4085,4085,230000000
1002,1002,9380000
716,716,45990000
4381,4381,13150000
4868,4868,12450000
1371,1371,31990000
1499,1499,7082534
3397,3397,15990000
3010,3010,8900000
1168,1168,25990000
1082,1082,27353300
4410,4410,6039600
28,28,10850000
445,445,10317236
3362,3362,19294524
4281,4281,150000000
3547,3547,7604648
418,418,13999000
669,669,8163501
12,12,9990000
2051,2051,110200000
4024,4024,125000000
543,543,42700000
2048,2048,29128619
2481,2481,27570000
711,711,98783807
3662,3662,102000000
4649,4649,360760000
1036,1036,8134448
4216,4216,67500000
2839,2839,45000000
2072,2072,49500000
2835,2835,9595848
3157,3157,15500000
94,94,19028856
4731,4731,17900000
3580,3580,11000000
3343,3343,14500000
1879,1879,7215128
1367,1367,14105020
1690,1690,11078458
4713,4713,69800000
2657,2657,20793202
384,384,24365322
3208,3208,7846606
3858,3858,61000000
3342,3342,36999999
3776,3776,150000000
556,556,13239135
430,430,67314000
1533,1533,8353228
3859,3859,29990000
433,433,140000000
4773,4773,432894993
1474,1474,89987421
2413,2413,10300000
3028,3028,120000000
2394,2394,18850052
1079,1079,6341359
1113,1113,175000000
1943,1943,57000000
4186,4186,47000000
477,477,10437000
1922,1922,24383773
3920,3920,36000000
1171,1171,147800000
288,288,7387633
1235,1235,19000000
2445,2445,40000000
4095,4095,16990000
1400,1400,62398204
1895,1895,11700000
1482,1482,7934524
4703,4703,7560583
4317,4317,7245894
2100,2100,10700000
4138,4138,12300000
45,45,35000000
1950,1950,9700000
861,861,21900000
1845,1845,64447342
863,863,85000000
4350,4350,60448000
3710,3710,10205966
2031,2031,22416264
3269,3269,35900000
2626,2626,17050000
898,898,20900000
4598,4598,53000000
3759,3759,144320000
1966,1966,7039456
2862,2862,13900000
2854,2854,16445858
2808,2808,9013227
4239,4239,20078109
1923,1923,14852311
378,378,298305005
2290,2290,43500000
4840,4840,91873800
1851,1851,19900000
2535,2535,21800000
4518,4518,79000000
820,820,14499999
3058,3058,17840000
1759,1759,67918760
927,927,86856437
891,891,63650000
3487,3487,35000000
2935,2935,6974769
2275,2275,27343186
407,407,52000000
831,831,23000000
1856,1856,12000000
456,456,48664268
172,172,26636010
482,482,128740413
1349,1349,85000000
1872,1872,8078935
2091,2091,39000000
4250,4250,8480682
645,645,91823899
3557,3557,2890500
6,6,8517778
3430,3430,24000000
567,567,100000000
4875,4875,6793696
3922,3922,36300000
500,500,29641732
1602,1602,34000000
3913,3913,12000000
2703,2703,21900000
4052,4052,63500000
2073,2073,76900000
3494,3494,6633000
4294,4294,15450000
3119,3119,39873600
464,464,25000000
668,668,18707580
2126,2126,16065003
1723,1723,13099013
2016,2016,53000000
2258,2258,120000000
747,747,7887450
1214,1214,9900000
263,263,21954390
2899,2899,17000000
2591,2591,28200000
4827,4827,68000000
3825,3825,15500000
3682,3682,33500000
475,475,37570280
1270,1270,29900000
3168,3168,25000000
1581,1581,71692438
3305,3305,75000000
1071,1071,28067702
117,117,17400000
4761,4761,15600000
368,368,25739827
4863,4863,14900000
3366,3366,125000000
4845,4845,7346947
313,313,19517775
4655,4655,16601400
3636,3636,11691800
148,148,70000000
974,974,22960000
1245,1245,10700000
2883,2883,13860450
2745,2745,19600000
3560,3560,66800000
3779,3779,140000000
896,896,10500000
2766,2766,68930000
1830,1830,11206500
4062,4062,13500000
3866,3866,55376370
3352,3352,14748760
813,813,8541218
133,133,124597929
2395,2395,157890000
2244,2244,39472888
1337,1337,18770300
1480,1480,10674920
3388,3388,26904506
447,447,120000000
2351,2351,16357400
987,987,250000000
4413,4413,85000000
2605,2605,17000000
1023,1023,52006000
3967,3967,88000000
3617,3617,190852541
4674,4674,30600000
147,147,65500000
1535,1535,35500000
367,367,9500000
4716,4716,23650000
1219,1219,30455467
4308,4308,10540000
1574,1574,18767513
4670,4670,12700000
1912,1912,26628345
2360,2360,227576030
2045,2045,13324691
3815,3815,28000000
1412,1412,18800000
584,584,12400000
4134,4134,22149999
1554,1554,26075000
694,694,19900000
1510,1510,12300000
1967,1967,16019477
3573,3573,16003451
3768,3768,32257350
1798,1798,11900000
23,23,12341000
4656,4656,56682000
516,516,7747036
4857,4857,16600000
1520,1520,11900000
4609,4609,6228100
434,434,125000000
4627,4627,20633007
1206,1206,15219000
2982,2982,11700000
65,65,38950000
1209,1209,194460000
49,49,19424397
785,785,6908954
3708,3708,14300000
1806,1806,36500000
2779,2779,17190000
1546,1546,24290000
2462,2462,51525312
3365,3365,49355795
1273,1273,67000000
18,18,52722487
2433,2433,20490000
538,538,66000000
308,308,120000000
2514,2514,22262123
3200,3200,65000000
587,587,97192833
108,108,19906220
4861,4861,10438575
2306,2306,17427800
328,328,15450000
80,80,7330440
3292,3292,45000000
4617,4617,41000000
156,156,160000000
4204,4204,21645206
69,69,134193500
3461,3461,9238415
4006,4006,14700000
696,696,5950000
4706,4706,119898000
395,395,14950000
579,579,22000000
4005,4005,17768630
4205,4205,83665000
101,101,6941195
4209,4209,58149819
3728,3728,66068500
4879,4879,45000000
3701,3701,87988700
2547,2547,105947280
4388,4388,19805591
2954,2954,57706861
3875,3875,28324800
1959,1959,42000000
3565,3565,17700000
4599,4599,6363885
1881,1881,12290000
1490,1490,27155520
455,455,227576030
2196,2196,150000000
4846,4846,183647799
4210,4210,23220500
1208,1208,87900000
2409,2409,14331884
1330,1330,7766495
555,555,13875678
3263,3263,49590000
2092,2092,9884467
912,912,23876670
2372,2372,10300000
4302,4302,70980273
1242,1242,14900000
919,919,25196536
920,920,11000000
4055,4055,58120000
904,904,20200000
2525,2525,7997911
2116,2116,19005728
428,428,10950000
989,989,27000000
2021,2021,6000000
2261,2261,62500000
2083,2083,36635670
3512,3512,74000000
2613,2613,23500000
2825,2825,165000000
1972,1972,25642000
2294,2294,14968800
506,506,10800000
4133,4133,55000000
1617,1617,29043181
627,627,9120000
4793,4793,183834633
2857,2857,110000000
224,224,170000000
3904,3904,14881217
2489,2489,371250000
1508,1508,10341310
4811,4811,95000000
4104,4104,18400000
621,621,6873600
2015,2015,16000000
4199,4199,29506050
3423,3423,19990000
1212,1212,13750000
2486,2486,42066500
2926,2926,44349150
1722,1722,6114211
81,81,7834910
358,358,14766000
1919,1919,7394589
4041,4041,86856437
4778,4778,14900000
4232,4232,4950000
3351,3351,7832061
1017,1017,15700000
142,142,46910472
3537,3537,11900000
1278,1278,21384000
554,554,12200000
2410,2410,20275360
1394,1394,33100000
2822,2822,7104411
1257,1257,6990000
2844,2844,14850000
2429,2429,19990000
1225,1225,10390000
64,64,37847000
268,268,39000000
1493,1493,10025380
1344,1344,18412265
373,373,18500000
509,509,7340206
1296,1296,6883313
3899,3899,396942000
3330,3330,25790527
112,112,14500000
1828,1828,15599370
3891,3891,12915830
3643,3643,63000000
4343,4343,240000000
1381,1381,16608557
1868,1868,15900000
3946,3946,50021400
3797,3797,7409731
1944,1944,53757472
1202,1202,49853736
2789,2789,140000000
2946,2946,47003430
3217,3217,166400000
3791,3791,35000000
2894,2894,95000000
2470,2470,179056604
1714,1714,94992793
1924,1924,65200000
3197,3197,4600000
203,203,92724080
1948,1948,13999999
4679,4679,34400000
4828,4828,29621200
3253,3253,23687461
1767,1767,13800000
4809,4809,45686253
4527,4527,27500000
1907,1907,18900000
728,728,204169561
2972,2972,43800000
675,675,7326435
721,721,14938794
1191,1191,56477562
2505,2505,8381949
926,926,10000000
3175,3175,6729480
2299,2299,25273435
843,843,11300000
2819,2819,15046350
1551,1551,36785710
27,27,8576244
3576,3576,10148272
2023,2023,485190000
2757,2757,13700000
1094,1094,9853928
1448,1448,6950000
3639,3639,6779200
1090,1090,6722089
2864,2864,6963440
3713,3713,52000000
3006,3006,22540700
71,71,57500000
3082,3082,39033793
2359,2359,52000000
2154,2154,35249080
1835,1835,19355220
3926,3926,18700000
2332,2332,98900000
4668,4668,10687800
2769,2769,8600000
792,792,7423500
661,661,82000000
2852,2852,9657426
1184,1184,44496400
3447,3447,20010000
2308,2308,68000000
850,850,54635356
4371,4371,16300000
2589,2589,17091138
1963,1963,49000000
656,656,21612856
1018,1018,60000000
4578,4578,120000000
4596,4596,31536000
2711,2711,32800000
3787,3787,20883065
211,211,84840000
3763,3763,26904506
4378,4378,29000000
1259,1259,16000000
2058,2058,165000000
3886,3886,78100000
1846,1846,24504472
3102,3102,12300000
4409,4409,17990000
829,829,50512254
2422,2422,38000000
4439,4439,140990000
3928,3928,11500000
2539,2539,43188976
2157,2157,21286312
3588,3588,12181200
361,361,22000000
1735,1735,18900000
1395,1395,214000000
2487,2487,70000000
2446,2446,5676739
3061,3061,59000000
4552,4552,6632431
1240,1240,6844075
3096,3096,6323381
2566,2566,18288906
1462,1462,27342448
2759,2759,90642000
3726,3726,9072631
635,635,21941564
4493,4493,121800000
4398,4398,12300000
4293,4293,12699000
4785,4785,120000000
2384,2384,11950000
1405,1405,13500000
2488,2488,78176062
938,938,15500000
1804,1804,91550000
2922,2922,6172353
1760,1760,102000000
1156,1156,28700000
1756,1756,15300000
940,940,137060000
3189,3189,87461600
862,862,47000000
1000,1000,59900000
3770,3770,15180000
745,745,6957573
886,886,189500000
4387,4387,10700000
362,362,8039150
2724,2724,10500000
4710,4710,9752456
2398,2398,25500000
990,990,9750764
3876,3876,137065006
3147,3147,17999900
1300,1300,34716000
3938,3938,13645193
3230,3230,8998798
755,755,9145773
3188,3188,33369885
778,778,11957900
3503,3503,12630000
3375,3375,9800000
1655,1655,21000000
1777,1777,22500000
3992,3992,20713585
4,4,13240586
4520,4520,12000000
3032,3032,7231081
618,618,12300000
4054,4054,118450000
3524,3524,154673167
2010,2010,13611600
4695,4695,9072500
4126,4126,80000000
3686,3686,6300000
1160,1160,22500000
1429,1429,57558600
2778,2778,32000000
3280,3280,12645976
3081,3081,24792690
1918,1918,29900000
2616,2616,26500000
830,830,9768652
2495,2495,19459000
2874,2874,24000000
1399,1399,47500000
1453,1453,22845714
839,839,8958530
4262,4262,30368919
732,732,15803611
4391,4391,12595205
3882,3882,88005360
3559,3559,7210000
2817,2817,21980883
2691,2691,24335267
1176,1176,9973705
4211,4211,9100000
3666,3666,16800000
4729,4729,9135200
389,389,27731079
4715,4715,18500000
3457,3457,102804464
876,876,155790000
3638,3638,5500000
1695,1695,138420000
2381,2381,31000000
3131,3131,8390000
1411,1411,120569530
2855,2855,10500000
210,210,38999999
4821,4821,27800000
3091,3091,98763758
181,181,149990000
847,847,6979706
3684,3684,6590000
2166,2166,6182694
960,960,14000000
1518,1518,20000000
83,83,64815530
3110,3110,135000000
3890,3890,37000000
1953,1953,19000000
2902,2902,26536750
2758,2758,27344041
3291,3291,165259600
2618,2618,7500000
916,916,88594539
4174,4174,5800000
3785,3785,77826250
1537,1537,244900000
2812,2812,83777500
2586,2586,20451843
1626,1626,34626390
196,196,7511600
2688,2688,193060098
3962,3962,169490000
1746,1746,24674120
1925,1925,29460366
1144,1144,12000000
2039,2039,78500000
2520,2520,137680000
4808,4808,199000000
3251,3251,61231800
3660,3660,17065160
2160,2160,85000000
2305,2305,15177043
2694,2694,110188679
3614,3614,33999999
249,249,13378342
3013,3013,47000000
2668,2668,9546317
1052,1052,12387916
2361,2361,21284173
2671,2671,27979200
4154,4154,14927656
4146,4146,16600000
4416,4416,12970000
3575,3575,23689579
469,469,229400000
